,userId,tokenAmount
14116,0x050aa2510dec2ba1057ac138c45e546aa6d8431c,100000
14203,0x051125dc742ca3bee3a341fc46cf282aeac0d7c9,100000
14233,0x05140f7d3becd8e3129113c35e4b62766d6ec3e6,100000
14290,0x051a3190c9342211eb311723b23b8c7cbd7b5a5d,100000
14393,0x052463c5b558f273b69f5d831603a815ae4eea41,100000
14405,0x05255469949484a6b4284f240eef87972098abac,100000
14509,0x053073cb4cdfd57a6f63ad833160af9b22c3c96b,100000
14535,0x05336e92edef2883d5cca2aaeee1b63187cef177,100000
14613,0x053be22770dc0261fe27b392765a313b9a07a8f1,100000
14697,0x0544868b896316a53b01090a7c4505353b008c15,100000
14776,0x054c3c10ca7811f94e699760fef4d5d602b4434b,100000
14793,0x054d5e1c3d542e998fb2f31aee14556af7afb8b0,100000
14854,0x05537ac27aef02ee087ae859a73f2cc5fe15c798,100000
15075,0x0567d67105ae13d00b60a991e57b9cc83f05c083,100000
15077,0x0567fedec3c958441e5ed154704f2f563cb220ed,100000
15155,0x056f8f02ee72a65c99ee00197e580b05007c14a5,100000
15415,0x0583c7dcf98716c4ef2aa94a6aad4410a9c40e55,100000
15574,0x059213d0adbd35def06ac6736c8bb310360c8a5d,100000
15645,0x059a31c502a18b453acb1da46fcccc3d42509758,100000
15967,0x05bb279648e4e4cbcdecf2d4d6ec310999d444e7,100000
16292,0x05d8fa8346470be95c8fa94300ccb313c0775c6c,100000
16359,0x05deaa1581f35fc3574840f2f1fb697816ce1770,100000
16480,0x05eb7f0ebcfc8bee7d5283521a08ebef149569ed,100000
16718,0x06029e713813a1f7fac0c7af69741f15e47db29b,100000
16811,0x060a48f529e60793436914b0a2f3c62876c1eac5,100000
17247,0x0630717c9c6baeabd2b0852e09df08febaccd227,100000
17285,0x0634e57c875d6cc0037fa5174e8baf602ebe8344,100000
17468,0x06468595853452928db3df2dd2bc892f93cdb202,100000
17535,0x064cb0bb4c8abe11935134aee670c032d6833556,100000
17597,0x0651585d6e110a2816b7ba63abc72aa5025b1651,100000
17682,0x0658f125bad51093e2b1ff12e9bec7784c9c1583,100000
17807,0x0663ab48fc093432f3916408f68c867f2eea9722,100000
17906,0x066debc377b7edecf3b810e45a0aeccd8e27ddb5,100000
18174,0x0687fdf1617c222fc7eaf72e340e177c616ebf75,100000
18201,0x068a281310e6511c170a3bc6a9d179520eb488d3,100000
18447,0x06a05d6d264b716562573a03f6e2a79ea725197a,100000
18461,0x06a1d9a9ab8849df575db1b30e8f4cc1df6e5ed6,100000
18510,0x06a6ddb885ddfb9ceec9ed95e4decfd5ca73c8e2,100000
18539,0x06aa5e77cf3bec21129ddbf29b531ed742a4109c,100000
18611,0x06b090f3714d8a62086f9afc689ce843f3fe858a,100000
18623,0x06b1f373768d2e503f5dbcb35989a8e2794673e4,100000
18627,0x06b21ca92c40ec0b965ba174e043a8cc0c5518f5,100000
18667,0x06b58a6711983515181262fd0d943f73fcb767d3,100000
18788,0x06c2bb7b3b44ba97134b8328b8511ffe6bf35c94,100000
18881,0x06cb4eb090ba6e6a4c0ce66c897147e49da2e312,100000
19084,0x06e045b036e4edab1c2497f1f828d932882f0e44,100000
19167,0x06e7d09623e2cef62a1a6946b8345ca6eb988c04,100000
19172,0x06e84ad48a328e2b7c4dfb172c4edfb9fba6bd9b,100000
19192,0x06ea19c4a4af58f94a51a305b28e70e97b80410f,100000
19230,0x06edb03f407e4bcfa77beaac3504e9d958b47b58,100000
19348,0x06f6cf0cfa336eecf9bd19bc6f9d52774a4b52c7,100000
19873,0x0724affb7d9390f9fe3284c932371c9348a9805f,100000
19950,0x072cbde9dc3f219e18cf57083a81735dcc55c701,100000
19954,0x072d55788e0722c71a426c74a6ca3e52ec0fcd61,100000
20747,0x0778a8831af0f6ae36f67224c59036cd29d162e2,100000
20841,0x07821d5fa0ab8346f20e85037767fab166b0280f,100000
20861,0x0783b5dea2036442b451ab4e3524bf7e51206d0b,100000
20950,0x078b8ff955e3cf77550bf2f2edfc0aacbc29adc6,100000
21086,0x0799a3062d8b4bfd630af6edf56f831dfb0c6803,100000
21331,0x07b3103f8eceee53f233e58d6b4481edab2784a1,100000
21445,0x07bd1f3c2197719fd8b439c01ed0e60164054e52,100000
21701,0x07d7d3badcb55dcb5f5d4c77b0513b9ec73507f8,100000
21719,0x07d94adf04c3a4eb8632408f416de546f59c147d,100000
21837,0x07e4413e6d21be528da0b216724d78f271f79c59,100000
22271,0x08103e240b6be73e29319d9b9dbe9268e32a0b02,100000
22453,0x0821e18bba6229b99f3c1266a921a9a633370824,100000
22504,0x0826e7ad66f9a847fa279726f011d588027ae8a1,100000
22550,0x082b9b776e5d0b1771594676d12619f479b0a69c,100000
22717,0x0839e6d3d9b66ff45474f54c75c70d824550bb21,100000
22800,0x0841904c1a03d1ef81015081a099baf451ff09ef,100000
22831,0x0844169f65496f58b934252844e0d5fafae99a26,100000
22997,0x0852c666d60c8433acd42895ced8b03369ab2b49,100000
23003,0x08532a63edcb9e382ed0919d57f07d9d6b228b52,100000
23250,0x086bd168c49ffee2cbeda605828e5a72a25202ee,100000
23328,0x087250b8d51a454c26579ac44e2675d6468297ca,100000
23369,0x08776f3fb93c5b7332fdda1abefb0343dfb340fb,100000
23549,0x0888159c3c7990b5b4e2a3b46958910802ff4556,100000
23750,0x089bf34290ff2767fbd1cda881566c76415a9c00,100000
23897,0x08a9b4221a84bb39faa7d6fe0f7664efec9511ac,100000
24071,0x08ba4fb9a64b56e38b2930504e7baf33a36611b3,100000
24091,0x08bc3d2a7c413c97ac10eb32e8af359d0094535d,100000
24193,0x08c5ca2317f564b3e163d33af88ea6659c418d6c,100000
24383,0x08d8db85ad681fa6a80c0d1fab9312f00d1a1888,100000
24606,0x08eafda6638457c05c210df7bc7331ce01b8fa3a,100000
24608,0x08eb09389c7428925e73f2c374fcb7c469aa6687,100000
24881,0x090476500ca188fd2ada370bb1b4e020f86e8eaf,100000
25277,0x09295604e24d39a5107ae015cdf00cb79916947c,100000
25326,0x092e7471a55c416f12d3340c6cce1a4bcc373089,100000
25880,0x0964809b0e33bd97bccd2420b92d942073a30145,100000
25931,0x09692ef8f20baf546b3a413a3d1b483616b72446,100000
26012,0x097116627fe9d707b1c571a7a1313ceaa99f11a4,100000
26016,0x0971508fd715704b3abf6a7f11c45c1ddabaf73f,100000
26161,0x098091becc290848a31e79982ab6e5a393dbfa69,100000
26283,0x098b8c838856f8678668919029feaa4087ac59c0,100000
27026,0x09d413c8a85aa1e1cfdeec3ccd6fac19bacdb6bb,100000
27217,0x09e3ab1ce8126bc411d7132cb4673409a60023cd,100000
27326,0x09ee31a9c7f999804b8ff78bf37f18b88c2de075,100000
27557,0x0a03a2ae7ad66323586c3008c301bd6586a4b4d0,100000
28054,0x0a2f0aeafccbf3c396d45e681b83c8367251c85c,100000
28189,0x0a3d0705937c2e0137514f65ff1e841242613003,100000
28215,0x0a3f4abce67aa283bb64668230a7390c7dfc9ff0,100000
28333,0x0a4877f802c1069e72d6d2813bba2e37088f4771,100000
28349,0x0a49de8e4f369c82b5315a40ad0ac67d529a895f,100000
28516,0x0a5abc4eef196994abb9cd34fa8fe9229ce53e4f,100000
28674,0x0a66a105ea8a4fc5a0475b37cd4be050621b95d4,100000
28920,0x0a800102ece7970b5be4e4318d4b96195c161cfc,100000
29097,0x0a8f4e308b17f836eab6493f42e48ac07d30946d,100000
29114,0x0a90dcc54824e16805eb2bfb6f238c850b5bdd38,100000
29118,0x0a911d1ca158b7563a8671fe02fa591170c7778d,100000
29522,0x0ab94c79f986bbf77df888ac25e348cc3d7c9af8,100000
29609,0x0ac4dd0d43a587b5f44afd3c4e47ce49a5713292,100000
29677,0x0acb2d282087e129c41213c2beb6aafb3bd5bdfb,100000
29695,0x0acd4da57e5f4407b649046ea25d35635385193f,100000
29814,0x0ad9fbf7aa4c95133dbef42f4cc347c001a6e678,100000
29906,0x0ae3d5949202165584a270cbac7a733b0307a766,100000
30454,0x0b173b9014a0a36aac51ee4957bc8c7e20686d3f,100000
30537,0x0b205720af318cc4248266291a911bfcf02b617d,100000
30691,0x0b2e00f2f6d884748ee10aa78490c5668188f4b4,100000
30968,0x0b49a08ef710eb682a5dec27e911455178f7a791,100000
31106,0x0b5654c15f1f8200083c2d9298ae9ac08fcad2a4,100000
31184,0x0b5dd26f44d36141d97a3bf6841e7ba63c092af9,100000
31294,0x0b681314bc59b6576a08ad13457808d4c0bce6f2,100000
31666,0x0b89d72ba572b1389c444583f6db62a36af0029c,100000
31912,0x0b9f8eb08bc7d5b1dc6dc886c0682b56f0c9a1d9,100000
31934,0x0ba1a1dc26af92c4d9b7cc6baafa98e0258e9caa,100000
32326,0x0bc71bb95cc09743e22b1db6c282cdc295ea1989,100000
32531,0x0bdc07c6453a8a80bfc21b61077ef1a82a6cedf7,100000
32702,0x0bec56de373da44018b2b9f68842b7371cc3b8db,100000
33196,0x0c1e99991dd2f7d374bff13f9f52284ce6cfdae5,100000
33364,0x0c2da22510434ebb2a56b20101eb9647256bf370,100000
33598,0x0c41baeb91fa7b2f3cacd87ee2bc205bcaba09ee,100000
33622,0x0c43a1f690972823df171185865aadfc05cb726d,100000
34078,0x0c6d1b0d5dd5674c96c67fbd43fa550425327f1a,100000
34212,0x0c79e824e074c878e72a8693ee577e0b02e109b0,100000
34243,0x0c7cdee7f65f2be9d3d241a8caf43fd2773e263b,100000
34390,0x0c8aa570a1dfeee5258f3c13e2e967da24bbb505,100000
34580,0x0c9c0849f51ad863afa0e294d085315a0a714a3c,100000
34589,0x0c9cd920ce1a4e978a82f2f758dca246aaae802b,100000
34694,0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,100000
34774,0x0caeb9ec19750df6dac2edbc551010aa6b3b35f7,100000
34913,0x0cbac25f544d2dec696701d32d030a5bd30330e8,100000
35086,0x0cca86a7160b278346a1acbd54beebd66961272b,100000
35144,0x0ccfa1c3441f3febdcee067bd1cbe3af7bbb614b,100000
35563,0x0cf47073093ec2f3c28f7b2a03a9fc345d6af678,100000
35588,0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,100000
35798,0x0d0bd6469be80d57893cf1b21434936dfaa35319,100000
35837,0x0d102b59fb431caea3eb768efc0ed598b59cafd5,100000
35869,0x0d13a628e19bda0e343fe4d1e8afa86e7dcea8fe,100000
36089,0x0d28b027033de1e538900a06402a869879cfeb8b,100000
36103,0x0d2a7ad3f3114d225521ec9b722014e6c3dad1e7,100000
36106,0x0d2b035fe84afa77cb06b9a622d6ac755d5ea180,100000
36151,0x0d2e911c371dc46404fe73a619c58075c8dbc915,100000
36488,0x0d4ed9b283f3264a9254bbd4b477de3bcbf96ad8,100000
36506,0x0d508968c96d6436f8097513a182992d621fa877,100000
36594,0x0d589b6a96d2b312521903390ed6145439a7d3b5,100000
36747,0x0d6742a951f7778fc136e1794d748448b27064ea,100000
36786,0x0d6b1c75deed4a973e26882d4dd34a76c25518d8,100000
36986,0x0d7e66ccbd0030b96e41a84df0d79d32126fb9f1,100000
37004,0x0d801699678375e43d14f67453e24f17ebbaef8a,100000
37648,0x0dba4000589bbc2224c811c4364264b2563451b8,100000
37722,0x0dc00b18d09d0556871ba6d6329099c581f02267,100000
37854,0x0dcd149d8a0bd20305e848dec11e7a568f7b9209,100000
37956,0x0dd64bcad684b951189a474dc5d48bf37193b9bc,100000
38038,0x0dddee6d6d18892315ce510577e09b7fb49d85ca,100000
38052,0x0ddef2d959eeca02a6f49765f842736435bbb71f,100000
38141,0x0de6d5ed178efdcf22937b0ed027751208569d2f,100000
38154,0x0de819cd7c9e16a6a176e3be2023b6996a02f669,100000
38431,0x0dffeec26dae40bfba6d94462c861fa31a6ebc8a,100000
38480,0x0e06309e281864c2e1e15f1f90809c0584096c31,100000
38653,0x0e170a52628cd836059f5f2e6ffb5c1230e10266,100000
38780,0x0e256ff68fcee86cfb770dccde2088476463b110,100000
38866,0x0e2d5d46cc4633c0c885c078465941a8f19c5714,100000
39044,0x0e3cf893fc0eec73565117911e11c15c8d4c6400,100000
39080,0x0e411a9fab733c4b2db0ad4b4daac0dc7c1f9a0d,100000
39191,0x0e4ad322a15c4c87a349d0a4c7211d82a2b5fabf,100000
39196,0x0e4b3721dff668b70e1d6f114e15a57c0a424035,100000
39396,0x0e5e151a0fc3347a5930073b349415124cf9dbb5,100000
39527,0x0e6998acc5a20a5aa58e40eb0dd6c06f2d3206a0,100000
39572,0x0e6ec0b7323586d435a336cc3595f7fb38e1bb5b,100000
39625,0x0e7462db19d0b95adcb5c847dacb110c7b182d50,100000
39869,0x0e8b0cdf27b9dd2ddec656ed31bb086b8aed495c,100000
40074,0x0e9d6ae20c982b43c219e9befd94ce2302264068,100000
40153,0x0ea3a94701239ad50ea268248e5f168bcea1606f,100000
40219,0x0eaa8e74a4ab0db986bacd48d92787919588ea1c,100000
40234,0x0eac1ce7c84de8a197caeafd769c1c701d0aa6c4,100000
40689,0x0ed5ac934bdbe04ea6d7fca1a9bacceb2d23ff1f,100000
40694,0x0ed63aaad9f9e4aec77b06858e2ccb1afadc2d34,100000
40848,0x0ee2eddf464656cd33f9ab0dcbbfeff6692c7557,100000
41260,0x0f0987f8f12da443d694b0ebc1df625c9a3449d7,100000
41344,0x0f1068e5e028e0d274cf58192fae2cc55a81d05c,100000
41548,0x0f256ef0a7303ef69287dd2105d9ad5ee74252b4,100000
41746,0x0f37f7685c5e32463f9d96eb28117ca34bf1005f,100000
42121,0x0f5ad8bcc5b662d4ae38b267ee8dbe5c11d07184,100000
42175,0x0f60dacc38f963a9aee3151750b2b38931169c82,100000
42204,0x0f62d09cd84b4469f58e14c32180d1d7ffc5e87c,100000
42301,0x0f6afa21a7a314f3a1741785086ec04592a49549,100000
42437,0x0f78a3d9f1375dec878cff098d5d24f9a6c538ea,100000
42636,0x0f8b8801a738ba366b1703c35057c0fa6bcef5dd,100000
42696,0x0f90c0e268d57acc795e4d686f2d3dd896387fbd,100000
42801,0x0f9a22d05a1f5395505fb6df2b51ebe300b281e0,100000
42888,0x0fa1e1bc617fed7ca2b56b6736e46cd60acf49ab,100000
42902,0x0fa36ea577ad67c61e0b7631c55bd305533b8c94,100000
42949,0x0fa93373078789eff94dc944ae7fca3cc3ccdbb4,100000
42992,0x0face6cdb6f79f8839d6e89d5793801b716dbdbc,100000
43046,0x0fb213a1af101b1429e6ad3020ad92fb0d25eb1e,100000
43352,0x0fcd7a207f4fa9c1ee62a45ed2fe234102d087d8,100000
43480,0x0fd90b9d61af052c4328bc2fa9a1529627af0a7d,100000
43499,0x0fdaacf3b4e65adf0153f68d96098468180aab9e,100000
43529,0x0fdda2fe0c423db2b38863b0aa6e013bfb45dbbe,100000
43799,0x0ff8394708fb550bafdab40efd264ffd3e95a54c,100000
43855,0x0ffd76dac57aec904e6fe44287bc305c06d82e27,100000
43870,0x0ffe8ccb9762afa47816d1ea0f3f830735de0d15,100000
44071,0x10115ea72868edacc4fda8f398043ca593f5b830,100000
44210,0x101e4debe647f5c981a4c7f13b87973ed6fe17ea,100000
44290,0x10268d6d6e1b3c5bdd8be620a9110b3d04f30a1d,100000
44303,0x10284b4a23ae1ea94201ffa08ab770e521740381,100000
44320,0x1029aa7bae20753c5495f32fdd6f7e4dfd65069d,100000
44523,0x103b73cabfbd85c5461b532267401998a27f5b3b,100000
44570,0x103fe2ff1b3c83ca4ad94d4981d8f93dbb41b558,100000
44610,0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,100000
44804,0x10583c3da99f7e980f58a778aed174ddda2a4812,100000
45076,0x1076c2cfb8d1f3aa5bf050d8c0d6d128175bfeee,100000
45292,0x108b6f82f205550a6dde148c4a8c999f9604be6a,100000
45299,0x108bd550a888b6174b7bb2f555fc4006b1853984,100000
45431,0x1096beadf56816c284124e80735149bf964b9214,100000
45906,0x10c4d4b3c3b52a69d1d2f87bf7fcd6c66f51cd91,100000
46004,0x10cdc437cf87a47a30378795ebabd19e7a0296ec,100000
46292,0x10e97f5a563909fe021b0c6c82c2f1e3176ae05a,100000
46299,0x10ea740f5526d7e262beae81a4ec8d944824ef1a,100000
46352,0x10f04ea206ec0a82a268d4489365bbd02f6ab41c,100000
46533,0x110381b4ab9a56c206531431b69764aaf5b30d38,100000
46842,0x111dbc217cc20c34ecc4f8a69295a207e7f2f3af,100000
46958,0x1129da039e16da3a06f7a76076f7f1a2b9b8b3ec,100000
46962,0x112a10367ea32aaa88d012574b213e2cc3d4fda1,100000
47219,0x11414661e194b8b0d7248e789c1d41332904f2ba,100000
47661,0x116c2978b393453d6c2cb5f6ab282f898b8bc128,100000
47888,0x1181ba6735672ed2e4f1319a0413efa21fb6faaf,100000
48158,0x119b65311adeb3dea7a3d05a3888986b66b93ec4,100000
48208,0x11a084dc24bc52022b71b47d17868d1f72072dfc,100000
48407,0x11b1785d9ac81480c03210e89f1508c8c115888e,100000
48465,0x11b60900c25639c70ed3aeec6325ad4029b496cc,100000
48582,0x11c0f196e606916cb18211e0750924a2a6ea4917,100000
48741,0x11d06a5cbb08488d683734c8401c6a83ced63e5c,100000
49029,0x11ebee2bf244325b5559f0f583722d35659ddce8,100000
49452,0x12135a10b522fb2291fb00b7146c6fa8abbaadb4,100000
49754,0x1231c9df3e5d8f4f67c7374ff55a7e44e2fece5e,100000
49788,0x1234561fed41dd2d867a038bbdb857f291864225,100000
49818,0x1235f2cff557ab15f8c37132e7c1f3956b716577,100000
49916,0x12402641d0435afc288389e83d87c7486b35c888,100000
50006,0x12481822efb3c546ac945c17c8ec54a63bc95b5c,100000
50178,0x1258bcb1d06b5ae80348222cc5529a7087289bba,100000
50279,0x126176b45e7f472b570bea18ecf893a37e97fc8d,100000
50570,0x127d27713ab64494d1b7bec0b2d6223cc0c66fe6,100000
50670,0x1285c6adb60963f96ddfe4781af83ac0403ef741,100000
50917,0x129dd2e81057b3bb52c2264ea5fcf6720a936591,100000
51270,0x12be926fc6d1fcf3333c8e4fab5efa173b79a93c,100000
51422,0x12cb6f5eb0d90f8978deb060c46539e8b8725509,100000
51707,0x12e7301eef23a02c5162dce59c0b8ba264dc92e4,100000
51786,0x12ef2cd4231d5cf655a6cdd4ac1524ffaa439c17,100000
52139,0x13108ab5c6eb7efdcd7ba6f8cc55d265eae6176f,100000
52328,0x1322e4cb22be27bb5277b036dc139ef1692125f1,100000
52735,0x134a4322415afba7698bc44f1cb4b8f4cbb1a6b3,100000
52918,0x135a6d9d29e3c764b708a3b122385416f3a22329,100000
53000,0x136375924b8a10b957949aa0885a33f7eb7b3814,100000
53065,0x13697d73018ab78d9390a76661fc398f5b2bb5a4,100000
53140,0x13711b99539d2860aa740c0180a50627d538c28e,100000
53418,0x138c48656a50a4553066ed70fdaf4df82315a272,100000
53505,0x13958f540111caa602d187a5001686ddf2306ff9,100000
53595,0x139e58dfb7a87a4f535a4e1fae1c4a64325349bb,100000
53646,0x13a3dc47800fe94befb51ee774413a46b887040a,100000
53904,0x13b91b3ff58886ace7637e547c53bbc2936d803f,100000
53927,0x13bc311b10653f454d3b624e5422ac1745c7d3e7,100000
54002,0x13c385a2aa976b637d2a701dec0e2479cdae3bb7,100000
54243,0x13da52047fd89da8b45e00dc332bc527093c0c18,100000
54478,0x13ee642ac134e69e4cb9f279511895380d0d404d,100000
54526,0x13f399b75e43f9615d4b8b75a03b665e8f171feb,100000
54565,0x13f82e5e34b9c78aab82705dbb194871e123168f,100000
54678,0x140242ef628829f6c678e7941685ef3b13dd6bed,100000
55026,0x1424137cdbdd1c1bee410ee0baae1b36b0de3777,100000
55056,0x1426fbd146942e153653863cbe633780c17268da,100000
55099,0x142abde1d8ba8f9043da191db4ce66991b5e4390,100000
55251,0x14388980fcaf0af926fa02052cdec3b05352229f,100000
55369,0x1443fcb25e1a4254731250c80815594457e3f158,100000
55442,0x144b34de3aa02700a2a06f545a5a52783b0594ae,100000
55471,0x144d2c1aacc7c929d424a1c8eecca8326930bbf9,100000
55842,0x14740941b81ad6f09092a0ca1902fc95c930015c,100000
56200,0x1495dd855f2f4c3a62492742cffe74f8bfbd42fc,100000
56416,0x14ab9f431b7d25fcad366ec9511dce38e229745c,100000
56455,0x14afd68b572872dbac0416013c6ff72f4c817179,100000
56480,0x14b2634b6f3dbda2bc6e801b2949c3b14f6bd9c7,100000
56485,0x14b2d521af631f89c6e846aebebe98ee1af7b7af,100000
56719,0x14c76fb075a65e23b940f286f41a5137bb520848,100000
57293,0x14fe21f94665f173d99503d254bea54b5081d49d,100000
57498,0x15117ac421e2d7fafb19d4679a1c2f227ce09b19,100000
57526,0x15143eb9262819a8924679805b80a5e6cf62578e,100000
57556,0x1517337d85e74e4b4a3b3c3b70cdda10397641df,100000
57922,0x153b4f4f2c6c284f844a53eb2e097d23b7bfa4dd,100000
57946,0x153de82a72653a8a6367c1cef6ed860faad1b2f1,100000
58348,0x156362ed8dad31f9226350fa747f6eea9fdd0cd8,100000
58705,0x1584d2d4eda25f6e39579e4f37fe8dc4f0da3f7f,100000
58793,0x158cbe24e0c054c5d06c5984763177ccd27839a8,100000
58816,0x158e61a181959844d6ac426a2a50eec065b3a943,100000
58848,0x1591560fc90459467edc2319adaa8438bc13a306,100000
58882,0x1594ac05d2e18ea7eb00316b71eaeb55f329aca3,100000
59019,0x15a23cca167a7c7f0faef795b17041111d83b418,100000
59589,0x15d7047689927b3720822d1790c5632ac6782f5b,100000
60137,0x160f4759b6e4dff29edce40447de0e3f3893a08a,100000
60150,0x161014cbb1b4492d7dd965bf5be6a4d0b9d859a4,100000
60267,0x161b1d3ab6cfd2b9f42ec758fd5a9cebd0808952,100000
60769,0x1649228697139b0c67bd7785e366455e4b0331a2,100000
60827,0x164e644a4649026ea604f3bd0ae52631ef5544dd,100000
60870,0x1651c7eb892fc80e97f9d185a425865675e5c5ca,100000
61048,0x166603c90030f0838f682496ced62793d9437521,100000
61096,0x166b0e967bf17571fc2df38064a36ed6871d6118,100000
